id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
32570056,https://www.airbnb.com/rooms/32570056,2020-08-31,Studio That Is Safe/Clean Ready 4 You! 143-22,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34901,-71.06891,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,21,2.0,t,0,0,13,163,46,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,229.1561182577999,6-1-0,59.192808245229,#9E9E9E,True
32570057,https://www.airbnb.com/rooms/32570057,2020-08-31,Studio That Is Safe/Clean Ready 4 You! 143-12,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34831,-71.06876,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,0,0,28,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,384.9332668030431,,,#9E9E9E,True
32570059,https://www.airbnb.com/rooms/32570059,2020-08-31,Modern Efficiency Studio Awaits Your Stay! 1-1,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34894,-71.07004,Private room in apartment,Private room,2,1.0,1.0,125.0,2,500,2.0,t,0,0,0,119,41,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,89.864165023909,6-1-1,107.30206962664484,#9E9E9E,True
32570062,https://www.airbnb.com/rooms/32570062,2020-08-31,Clean/Safe Efficient Studio Awaits!  143-41,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34913,-71.06899,Private room in apartment,Private room,1,1.0,1.0,111.0,2,500,2.0,t,29,59,60,268,16,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,207.9255001081573,6-1-0,14.650878460332766,#9E9E9E,True
32687520,https://www.airbnb.com/rooms/32687520,2020-09-01,Modern Single Studio at the Heart of Boston! 1-21,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.3493,-71.06918,Private room in apartment,Private room,1,1.0,1.0,112.0,2,500,2.0,t,12,27,57,209,17,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,177.11903952102998,6-1-0,75.18257632456084,#9E9E9E,True
32831946,https://www.airbnb.com/rooms/32831946,2020-08-31,Welcoming Private Studio for One!  5-44,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34892,-71.07036,Private room in loft,Private room,1,1.0,1.0,107.0,2,500,2.0,t,0,0,15,168,17,101724,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,172.17217225936344,6-1-1,27.017600089236353,#E64A19,True
32861018,https://www.airbnb.com/rooms/32861018,2020-08-31,"Location A++, Sleeps 3 1-31",CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34906,-71.0691,Entire apartment,Entire home/apt,3,1.0,2.0,137.0,2,21,2.0,t,29,59,89,242,21,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,176.89415566078114,6-1-0,52.80836316874898,#9E9E9E,True
32861021,https://www.airbnb.com/rooms/32861021,2020-08-31,Prices/Location CANNOT Be Beat! 5-B1,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34873,-71.07066999999998,Entire apartment,Entire home/apt,2,,1.0,126.0,2,500,2.0,t,7,7,37,187,46,101724,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,276.1810963733823,,,#E64A19,True
32861080,https://www.airbnb.com/rooms/32861080,2020-08-31,Private Studio in Boston's Bay Village! 5-22,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34943,-71.07047,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,0,151,43,101724,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,234.56454393095376,6-1-2,18.210037762605022,#E64A19,True
32861086,https://www.airbnb.com/rooms/32861086,2020-08-31,Modern Single Studio at the Heart of Boston! 1-24,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34948,-71.06858000000003,Private room in apartment,Private room,1,1.0,1.0,111.0,2,500,2.0,t,10,40,70,223,27,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,351.4682639550167,6-1-0,155.01002545812108,#9E9E9E,True
32861088,https://www.airbnb.com/rooms/32861088,2020-08-31,"Location A++, Sleeps 3 143-23",CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34899,-71.07026,Entire apartment,Entire home/apt,3,1.0,2.0,137.0,2,21,2.0,t,29,59,89,242,70,STRLH/STRBB,f,Bay Village,244600805.0,Exempt (not verified),,,Exempt: Lodging House / B&B,,,Exempt (not verified),Exempt (not verified): Lodging House / B&B,,6-1,True,0.0,139.48529142122186,6-1-1,47.92276272322933,#9E9E9E,True
34149470,https://www.airbnb.com/rooms/34149470,2020-08-31,Safe/Clean Studio With Flexible Cancellations! 3-31,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34906,-71.07042,Private room in loft,Private room,1,1.0,1.0,107.0,2,500,2.0,t,0,29,31,31,14,101772,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,179.9682539069955,6-1-1,33.41064863167014,#E64A19,True
34149473,https://www.airbnb.com/rooms/34149473,2020-08-31,Welcoming Private Studio for One!  5-3,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34872,-71.07085,Private room in loft,Private room,1,1.0,1.0,107.0,2,500,2.0,t,0,0,0,149,7,101724,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,321.9314066695983,,,#E64A19,True
34149872,https://www.airbnb.com/rooms/34149872,2020-08-31,Stylish Private Studio in Boston! 3-33,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,,Bay Village,,42.34877,-71.07016999999998,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,21,2.0,t,29,59,89,364,48,101772,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,155.78940462541763,6-1-1,101.93862941801045,#E64A19,True
36036045,https://www.airbnb.com/rooms/36036045,2020-08-31,Modern Efficiency Studio Awaits Your Stay! 1-2,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34929,-71.07058,Private room in apartment,Private room,2,,1.0,125.0,2,500,2.0,t,3,25,55,208,32,101723,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,237.6567261200209,6-1-2,55.94445947090596,#E64A19,True
36036766,https://www.airbnb.com/rooms/36036766,2020-08-31,Clean/Safe Efficient Studio Awaits! 143-44,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34907000000001,-71.06924000000002,Private room in apartment,Private room,1,1.0,1.0,111.0,2,500,2.0,t,0,28,56,209,17,101773,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,5.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,139.0414927500895,6-1-0,81.58738692304419,#E64A19,True
36036969,https://www.airbnb.com/rooms/36036969,2020-08-31,Safe/Clean Studio With Flexible Cancellations! 3-41,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34898,-71.07078,Private room in apartment,Private room,1,1.0,1.0,107.0,2,500,2.0,t,29,59,89,242,17,101772,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,279.0423324277833,6-1-1,93.34991531298776,#E64A19,True
36037367,https://www.airbnb.com/rooms/36037367,2020-08-31,"Clean, Safe, & Ready For You! 143-43",CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34917,-71.06868,Private room in apartment,Private room,2,1.0,1.0,120.0,2,500,2.0,t,0,0,0,0,21,101773,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,5.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,292.8774463829838,6-1-0,77.80416937035058,#E64A19,True
36037475,https://www.airbnb.com/rooms/36037475,2020-08-31,"Great Value For Your Boston Stay, Sleeps 3! 3-32",CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34909,-71.06923,Private room in apartment,Private room,3,1.0,1.0,147.0,2,500,2.0,t,0,0,0,0,31,101772,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,142.00527295914125,6-1-0,76.19395708474786,#E64A19,True
36037605,https://www.airbnb.com/rooms/36037605,2020-08-31,Studio That Is Safe/Clean Ready 4 You!  143-13,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34938,-71.06916,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,0,0,53,101773,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,5.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,197.2308640722717,6-1-0,93.51289676645388,#E64A19,True
37744884,https://www.airbnb.com/rooms/37744884,2020-08-31,Safe/Clean Studio With Flexible Cancellations! 3-21,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34868,-71.07092,Private room in apartment,Private room,1,1.0,1.0,112.14,2,500,2.0,t,0,0,3,156,15,101772,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,345.1051054745405,,,#E64A19,True
37853806,https://www.airbnb.com/rooms/37853806,2020-08-31,Welcoming Private Studio for One! 5-31,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34947,-71.07054000000002,Private room in apartment,Private room,1,1.0,1.0,107.0,2,500,2.0,t,29,59,89,213,13,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,258.41800296594454,6-1-2,10.986420314881434,#E64A19,True
37889446,https://www.airbnb.com/rooms/37889446,2020-08-31,Private Studio in Boston's Bay Village!! 5-33,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34903,-71.07032,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,12,165,28,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,153.4859156050961,6-1-1,38.21855529616784,#E64A19,True
38422629,https://www.airbnb.com/rooms/38422629,2020-08-31,Stylish Private Studio in Boston! 3-22,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Back Bay,,42.34912,-71.07185,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,0,30,29,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,566.8662098443016,,,#E64A19,True
38432874,https://www.airbnb.com/rooms/38432874,2020-08-31,Hip and Chic Studio Awaits Your Stay! 1-32,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Back Bay,,42.34944,-71.07095,Entire apartment,Entire home/apt,2,1.0,1.0,130.57,2,21,2.0,t,0,0,0,0,22,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,350.7793456394664,,,#E64A19,True
38433315,https://www.airbnb.com/rooms/38433315,2020-08-31,Modern Efficiency Studio Awaits Your Stay! 1-22,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.3494,-71.06868,Private room in apartment,Private room,2,1.0,1.0,120.0,2,500,2.0,t,16,46,76,229,12,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,314.88368606597567,6-1-0,115.25168400762956,#E64A19,True
38798321,https://www.airbnb.com/rooms/38798321,2020-08-31,Prices/Location CANNOT Be Beat! 3-B2,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34806,-71.06868,Entire apartment,Entire home/apt,2,1.0,1.0,126.0,2,500,2.0,t,6,6,6,158,23,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,467.73641213584773,,,#E64A19,True
39004265,https://www.airbnb.com/rooms/39004265,2020-08-31,Modern Efficiency Studio Awaits Your Stay! 1-23,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34896,-71.07079,Private room in apartment,Private room,2,1.0,1.0,120.0,2,500,2.0,t,0,0,0,0,13,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,282.63312086107936,6-1-1,96.02314654830865,#E64A19,True
39004794,https://www.airbnb.com/rooms/39004794,2020-08-31,Hip and Chic Studio Awaits Your Stay! 1-42,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34894,-71.06864,Entire apartment,Entire home/apt,2,1.0,1.0,131.0,2,500,2.0,t,0,11,41,194,27,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,304.71621086081717,6-1-0,121.14059302203282,#E64A19,True
39298735,https://www.airbnb.com/rooms/39298735,2020-08-31,"Location A++, Sleeps 3 1-41",CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34908,-71.06860999999998,Entire apartment,Entire home/apt,3,1.0,2.0,137.0,2,21,2.0,t,25,55,85,238,12,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,309.38328060780447,6-1-0,101.74432339081068,#E64A19,True
39621523,https://www.airbnb.com/rooms/39621523,2020-08-31,Prices/Location CANNOT Be Beat! 1-B1,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34921,-71.06949,Entire apartment,Entire home/apt,2,1.0,1.0,126.0,2,500,2.0,t,0,0,0,0,10,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,88.63615804613804,,,#E64A19,True
39971003,https://www.airbnb.com/rooms/39971003,2020-08-31,"Clean, Safe, & Ready For You! 143-42",CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34954000000001,-71.07032,Private room in apartment,Private room,2,1.0,1.0,120.0,2,500,2.0,t,29,59,89,242,2,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,230.68377064033533,6-1-2,68.83035446999894,#E64A19,True
40011705,https://www.airbnb.com/rooms/40011705,2020-08-31,Double Occupancy Room in Boston!,CorpGroup6,https://www.airbnb.com/users/show/244600805,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34946,-71.06915,Private room in apartment,Private room,2,,1.0,314.0,2,500,2.0,t,0,0,0,0,0,101723,f,Bay Village,244600805.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,217.4782778787069,6-1-0,117.70471456732712,#E64A19,True
40012018,https://www.airbnb.com/rooms/40012018,2020-08-31,Double Occupancy Room in Boston!,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34925,-71.06885,Private room in apartment,Private room,2,1.0,1.0,314.0,2,1125,2.0,t,0,0,0,0,0,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,253.4847362842565,6-1-0,44.000239457587384,#E64A19,True
40035442,https://www.airbnb.com/rooms/40035442,2020-08-31,"Spring/Summer Discounts, Book Now! 5-32",CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34945,-71.07014000000002,Private room in apartment,Private room,2,1.0,1.0,125.0,2,500,2.0,t,0,0,0,0,7,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,174.4899101300478,,,#E64A19,True
40115277,https://www.airbnb.com/rooms/40115277,2020-08-31,Welcoming Private Studio for One! 5-21,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34905,-71.06966,Private room in apartment,Private room,1,1.0,1.0,107.0,2,500,2.0,t,29,59,89,242,3,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,26.16045309764477,,,#E64A19,True
40117655,https://www.airbnb.com/rooms/40117655,2020-08-31,Welcoming Private Studio for One!  5-24,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34876,-71.06928,Private room in apartment,Private room,1,1.0,1.0,110.0,2,500,2.0,t,0,0,0,0,7,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,169.95058444006492,,,#E64A19,True
40117803,https://www.airbnb.com/rooms/40117803,2020-08-31,Private Studio in Boston's Bay Village! 5-23,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34915,-71.06989,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,1125,2.0,t,0,0,8,161,14,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,47.75775892531816,,,#E64A19,True
40159488,https://www.airbnb.com/rooms/40159488,2020-08-31,Private Studio in Boston's Bay Village! 5-1,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.3491,-71.06954,Entire apartment,Entire home/apt,2,1.0,1.0,130.0,2,500,2.0,t,0,0,0,0,12,101724,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,11.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,59.23954511039845,,,#E64A19,True
40512451,https://www.airbnb.com/rooms/40512451,2020-08-31,"Clean, Safe, & Ready For You! 143-33",CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.349,-71.07054000000002,Private room in apartment,Private room,2,1.0,1.0,120.0,2,500,2.0,t,0,0,0,135,5,101723,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,20.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,213.75507571364108,6-1-1,30.550303219057174,#E64A19,True
40801809,https://www.airbnb.com/rooms/40801809,2020-08-31,Safe/Clean Studio With Flexible Cancellations! 3-44,CorpGroup6,https://www.airbnb.com/users/show/285344759,Bay Village,"Boston, Massachusetts, United States",Bay Village,,42.34916,-71.06875,Private room in apartment,Private room,1,1.0,1.0,107.0,2,500,2.0,t,0,29,59,212,8,101772,f,Bv,285344759.0,Not found (fabricated),Not found (fabricated),,,8.0,,Not found (fabricated),Not found (fabricated),,6-1,True,0.0,273.6445271549751,6-1-0,58.921770087096796,#E64A19,True
