id,listing_url,last_scraped,name,host_id,host_url,host,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,instant_bookable,host_alias,alias_id,status,ISD_status,ISD_address,ISD_category,license_listing_count,license_cat_max_exceed,simple_status,full_status,other_hosts,cluster,centroid_group_recognized,centroid_group_change_pct_listings,centroid_group_distance,sub_centroid,sub_centroid_distance,color,high_confidence
12372052,https://www.airbnb.com/rooms/12372052,2020-08-31,3 min to subway T stop-Orange Line-10 min downtown,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38323,-71.07733,Private room in apartment,Private room,2,1.0,1.0,58.0,28,1125,28.0,t,0,0,0,61,63,Missing,f,Jurek,21745230.0,No license claimed,,,,,,No license claimed,No license claimed,,,,,,,,#FF9800,
13032590,https://www.airbnb.com/rooms/13032590,2020-08-31,3 bedroom apt next to T stop-off street parking,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38269,-71.0781,Entire apartment,Entire home/apt,6,3.0,3.0,188.0,1,1125,1.0,t,15,39,65,303,323,383106,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 2 Charlestown MA 02129,Owner-Adjacent Unit,4.0,,Active,Active,,35-2,True,0.0,108.39731438731188,,,#4CAF50,
13063952,https://www.airbnb.com/rooms/13063952,2020-08-31,3 min to T stop-Boston/Somervillle-C-19 resp disc,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.3827,-71.07876999999998,Private room in apartment,Private room,2,1.0,1.0,59.0,28,1125,28.0,t,0,30,60,335,18,Missing,f,Jurek,21745230.0,No license claimed,,,,,,No license claimed,No license claimed,,,,,,,,#FF9800,
13830152,https://www.airbnb.com/rooms/13830152,2020-08-31,Room in a house 3 min to T stop-10 min to downtown,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38391,-71.07879,Private room in apartment,Private room,2,1.0,1.0,59.0,180,1125,180.0,t,29,59,89,364,28,Missing,f,Jurek,21745230.0,No license claimed,,,,,,No license claimed,No license claimed,,35-4,True,0.0,32.378990837275786,,,#FF9800,
16233671,https://www.airbnb.com/rooms/16233671,2020-08-31,Garden room next to T stop/bus hub.,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.3833,-71.07842,Private room in apartment,Private room,2,1.0,1.0,59.0,1,1125,1.0,t,0,0,0,30,48,383107,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 1 Charlestown MA 02129,Limited Share Unit,3.0,,Active,Active,,35-1,True,0.0,95.98286341357316,,,#4CAF50,
16364879,https://www.airbnb.com/rooms/16364879,2020-08-31,2 beds Garden Apt-calm oasis next to T stop -3 min,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.3825,-71.07851,Private room in apartment,Private room,4,2.0,2.0,122.0,14,1125,14.0,t,0,0,0,30,144,383107,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 1 Charlestown MA 02129,Limited Share Unit,3.0,,Active,Active,,35-1,True,0.0,200.74659002161462,,,#4CAF50,
16479752,https://www.airbnb.com/rooms/16479752,2020-08-31,Large bedroom- easy access to Boston and Cambridge,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38225,-71.07864000000002,Private room in apartment,Private room,2,1.0,1.0,55.0,1,1125,1.0,t,15,36,62,202,3,383106,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 2 Charlestown MA 02129,Owner-Adjacent Unit,4.0,,Active,Active,,35-2,True,0.0,108.39748350492344,,,#4CAF50,
16517776,https://www.airbnb.com/rooms/16517776,2020-08-31,Room in garden apartment next to T stop / bus hub,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38332,-71.07816,Private room in apartment,Private room,2,1.0,1.0,55.0,1,1125,1.0,t,0,0,0,30,46,383107,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 1 Charlestown MA 02129,Limited Share Unit,3.0,,Active,Active,,35-1,True,0.0,115.8913625577563,,,#4CAF50,
16692369,https://www.airbnb.com/rooms/16692369,2020-08-31,Bedroom in large apartment-access to Boston/Camb.,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38174,-71.07732,Private room in apartment,Private room,2,1.0,1.0,59.0,1,1125,1.0,t,16,40,66,234,6,383106,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 2 Charlestown MA 02129,Owner-Adjacent Unit,4.0,,Active,Active,,35-3,True,0.0,154.12171056248502,,,#4CAF50,
17676984,https://www.airbnb.com/rooms/17676984,2020-08-31,Private room-10 min to downtown15 min to Cambridge,CorpGroup35,https://www.airbnb.com/users/show/21745230,Jurek,"Boston, Massachusetts, United States",Charlestown,,42.38245,-71.0767,Private room in apartment,Private room,1,1.0,1.0,54.0,1,1125,1.0,t,16,40,66,212,5,383106,f,Jurek,21745230.0,Active,Active,85 Cambridge ST 02 2 Charlestown MA 02129,Owner-Adjacent Unit,4.0,,Active,Active,,35-3,True,0.0,154.12146088835647,,,#4CAF50,
